,Username,Time,Date,Replies,Post
35,Wisdom58,3:58pm,Jul 09,26,"['The 32 Artillery Brigade of the Nigerian Army in Akure says it has raided no fewer than 18 camps of suspected kidnappers in the last one month with the help of its newly acquired drones.', None, None, 'The News Agency of Nigeria (NAN) reports that the brigade launched two drones on June 21 to fight kidnappings and other related crimes in Ondo and Ekiti states.', None, None, 'Brig.-Gen. Zakari Abubakar, the Commander of the brigade, made this known while speaking with NAN on Tuesday in Akure.', None, None, 'He said: “On my assumption of office on March 28, 2019, I discovered that cases of kidnapping, robbery, herders and farmers clashes and others were on the increase in Ondo and Ekiti States.', None, None, '“I discovered that one of the advantages the criminals have is the thick forests that abound in the two states.', None, None, '“We first established an anti-kidnapp squad which recorded a lot of success. But anytime the kidnappers took their victims to the thick forests, it became very difficult to comb the area.', None, None, '“There is no way we can perform effectively without the help of technology because the two states have thick forests which the criminals are using as their hideouts.', None, None, '“So, the drones have helped us tremendously in our operations within one month that we launched it in the two states.', None, None, '“As at now, 18 different camps had been raided and the arrested suspects had been handed over to the police and other security agencies for proper investigation and prosecution.”', None, None, 'Abubakar, who attributed the success of the operations to the support of the duo of Lt.- Gen. Tukur Burata, the Chief of Army Staff, and Maj.-Gen. Okwudili Azinta, GOC, 2 Division, Ibadan, said the army was ready to make Ondo and Ekiti free of crimes.', None, None, 'The brigade commander also said that the cooperation of other security agencies had aided the arrest of kidnappers.', None, None, '“We know that there is no where they can hide with the technology we are using now and\xa0 their days are numbered.', None, None, '“The only thing that we need is the cooperation of the media and politicians to support the army’s vision and goals,” he said.', None, None, None, None, 'see more here ', 'https://thickmatch.com/drones-helped-us-raid-18-kidnappers-camps-army/']"
36,kahal29,4:55pm,Jul 09,25,"['A witness called by the Peoples Democratic Party (PDP) and its candidate at the last presidential election, Atiku Abubakar, stunned all on Tuesday when he said he was seeing for the first time the statement attributed to him, which he adopted as his own.', None, None, 'Bako Umar Katanga, who said he acted as Local Government Polling Agent for the PDP at the election, had, while being led in evidence by Mike Ozekhome (SAN), claimed that he deposed signed the statement before the court’s registry on March 18, 2019.', None, None, 'But, under cross-examination by lawyer to President Muhammadu Buhari, Femi Atoyebi (SAN), the witness said he was seeing the statement for the first time, a reaction that got everyone in court laughing.', None, None, 'After the conclusion of Katanga’s testimony, Ozekhome applied for an adjournment, a request the tribunal Chairman, Justice Mohammed Garba granted and adjourned till Thursday for further hearing in the petition.', None, ' ', None, 'The petitioners called 13 witnesses on Tuesday, raising the number of witnesses they have called between Monday and today to 19.', None, None, 'https://thenationonlineng.net/breaking-i-saw-my-statement-for-the-first-time-before-tribunal-says-atikus-witness/']"
37,Gossipninja,4:25pm,Jul 09,28,"[None, None, None, 'Watch the video', None, 'https://zenithnaija.com/senatorsextoy-abbo-appears-at-senate-investigative-committee-pictured-arguing/', None, None, 'L']"
38,hardtoget,4:43pm,Jul 09,27,"['The All Progressives Congress (APC) has fixed Thursday, August 29 for primaries in Kogi and Bayelsa states to select governorship candidates for the November 16 election in the two states.', None, None, 'The party has also announced it will commence the sale of nomination and expression of interest form on Wednesday, July 10 at the party national secretariat in Abuja.', None, None, 'National Organising Secretary of the party, Emma Ibediro, in a statement, explained aspirants are expected to pay N20 million for nomination form and N2.5 million for expression of interest form.', None, None, 'Ibediro said female aspirants and the physically challenged who wish to contest the election in the two states are expected to pay 50 percent of the proscribed fees while payment is to be made to the designated bank accounts of the party.', None, None, 'The sale of nomination form is expected to close on Tuesday, August 20 while submission of the form will close on Wednesday, August 21.', None, None, 'All aspirants from the two states are to be screened on Thursday, August 22 and appeals arising from the screening taken the following day while appeals arising from the primary election will hold on Monday, September 2.', None, None, None, None, None, 'Read more here ', 'https://thickmatch.com/apc-hold-kogi-bayelsa-primaries-august-29/']"
39,silverbirdng,4:35pm,Jul 09,27,"['The police have arrested scores of members of the Islamic Movement in Nigeria for injuring a policeman and an operative of the Nigeria Security and Civil Defence Corps at the National Assembly, Abuja, on Tuesday.', None, None, 'The force has also launched a manhunt for Shi’ite members across the city centre.', None, None, 'The sect members had stormed the NASS complex to protest the continued incarceration of their leader, Ibrahim Zakzaky who had been in custody since December 2015.', None, None, 'Our correspondent observed a police team at Samuel Ademulegun Avenue, near the National Mosque, searching commercial buses in order to fish out the sect members.', None, None, 'The leader of the operation, an Assistant Commissioner of Police, whose name could not be ascertained, was seen with his team harassing commuters and other passers-by.', None, None, 'The policemen, who were wielding sticks and rods, also prevented our correspondent from talking to the suspects in their patrol van.', None, None, '“Get out of here, I don’t want to see you,” the ACP shouted at our correspondent.', None, None, 'When asked about the number of arrests, the Federal Capital Territory police spokesman, Anjuguri Manzah, said he was preparing a statement.', None, None, None, None, 'See more here ', 'https://thickmatch.com/police-hunt-shiite-members-arrest-scores/']"
40,fergie001,4:21pm,Jul 09,29,"['The Edo State Governor, Mr. Godwin Obaseki, has said he will not deny any child in the state quality education for the greed of any individual blackmailing him to share the state’s limited resources.', None, None, 'The governor said this during a courtesy visit by members of the School-Based Management Committee (SBMC) from the 18 local government areas of the state, at Government House, in Benin City, Edo State.', None, None, 'He said a major concern of his administration is how to improve education, noting, “Education is one of the biggest problems we need to address as a nation. The difference between developing and developed countries is education, knowledge, training and information. ', None, None, '“People say we have done well by constructing roads, developing the state, but it is the least we have achieved as a government. To build human beings is most critical and enduring. That is what SBMC is helping us to achieve in transforming the education sector.” ', None, None, 'Obaseki urged women to join the committee as his administration intends to expand the Edo Basic Education Sector Transformation (Edo-BEST) programme to include Junior Secondary School, classes 1-3, adding, “Our focus in the next three years is on secondary education.”', None, None, 'The governor reiterated his determination to transform the education sector despite the distractions from a few individuals who want him to share taxpayers’ money to them, noting, “I keep wondering how some people see the development made in the state as nothing and are only concerned about their selfish interest. I am not ready to drop any child under Edo-BEST to feed the greed of any person. Edo must work and change, as nobody is greater than the people.” ', None, None, 'The leader of the School-Based Management Committee, Felix Enehizena, commended the developmental strides recorded by the Governor Obaseki-led administration, which he said has brought peace, progress, transformation and tranquillity to the state.', None, None, '“Edo-BEST is working perfectly for us as parents and community representatives. The Social Mobilisation Office (SMO) has trained over 11,000 SBMC members in the state which has afforded the members the opportunity to collaborate with the government to ensure certain things are put right,” he said.', None, None, None, None, ' ', 'https://www.vanguardngr.com/2019/07/ill-not-deny-any-child-quality-education-for-greed-of-any-individual-obaseki/']"
41,AutoReportNG,4:04pm,Jul 09,30,"['Earlier today, ', 'AutoReportNG', "" published some exclusive photos of the UNN's electric car. The car which was applauded by the Director-General of National Automotive Design and Development Council (NADDC) was quoted saying, “The council is happy that UNN is the first to prepare a paper design and produced electrical car that has been unveiled and test-run today in the university."", None, None, '“We urge other universities and higher institutions in the country to emulate innovation and technology spirit of UNN.”', None, None, 'While this is commendable and we salute the excellent spirits in these students that have toiled day and night to make this a reality, however, we felt the DG of NADDC may not be totally correct that UNN is the first institution to produce an electric car with the following reasons and pictures to back up our claims.', None, None, '1. Convenant University Electric Car/Automobile', None, None, 'According to the newsletter of Covenant University Dated Oct 6th, 2014, it was reported that CU Invents Electric Automobiles. In a post giving a detailed explanation on how this was made, the university explained that two saloon cars (with and without Air-condition) and a tri-cycle were some of the research products developed and exhibited by the University as part of events marking the Chancellor, Dr. David Oyedepo’s 60th birthday recently.', None, None, None, None, None, 'The research work sponsored by the University was supervised by the leader of the team who is also the Head of Department of Chemical Engineering, Professor James Omoleye.', None, None, 'The greatest advantage the CU IDEA has over any other electric car developed is the use of both electric and fuel power systems, which increases its distance coverage by 350%. “That is, if other cars can cover a distance of 50 kilometres before the batteries require charging, CU IDEA is able to cover three and a half (200 kilometres) before it will require charging”, Professor Omoleye explained.', None, None, 'The beauty of this invention, according to him, is that the cars can run on both systems simultaneously which gave them the name Dual Engine. Another advantage of the products is that they are able to eliminate atmospheric emission, which is a concern all over the world.', None, None, 'The research work, according to Professor Omoleye, started in 2009, when Covenant University received a research grant from the David Oyedepo Foundation. “Within one year, the researchers were able to design and assemble the dual engine and replace the fuel combustion engine from imported cars. We did the same thing for saloon cars and a tri-cycle, we also introduced Air-condition and it was a success”, he explained.', None, None, None, None, None, 'The dual-engine, according to Professor Omoleye, is flexible. It can adapt easily to any renewable energy. “The dual engine is not limited to battery and fuel alone. It uses battery and fuel for now because petroleum is still our business in Nigeria. But we know very soon, there is going to be a breakthrough in other renewable energy sources.', None, None, '“So, the dual engine we have designed has the ability to replace the fuel proportion section with the fuel cell. In that case, it would be battery and fuel cell. It is also flexible that, if tomorrow the Solar Energy becomes efficient; our system can also incorporate battery and Solar Engine to do the same thing. In fact, any renewable energy system that comes up will be good enough for our system”, he disclosed.', None, None, ""AutoReportNG learnt that these cars are used as a shuttle car at Covenant University. T[b]he issue why CU works are not online we learnt is because mobile phones are banned on campus, the students can't do much to showcase most of their innovations reason we have limited pictures on this.[/b]"", None, None, None, None, None, None, None, None, None, None, None, None, None, None, '2. University of Lagos', None, None, None, None, None, 'While some argue that Covenant Univerisity electric car is just a modification of a car and not built from the start, here are what the students of the University of Lagos did recently. According to the University of Lagos newsletter, a group of Mechanical Engineering students from the University of Lagos built an electric-powered car from scratch, using locally sourced materials.', None, None, 'The project, which began in 2014, was initiated by two engineering graduates (then undergrads), Olukoya Olusanya and Maduka Smart, who later enlisted the help of other mechanical engineering students. The result of the collaboration was a zero-emission electric-powered prototype vehicle called dubbed the DOVE P1.', None, None, None, None, None, ""The DOVE P1, which is made of a fibreglass body, weighs in at about 200kg and is capable of speeds of up to 35 km/h. Going through the group's official blog site, AutoReportNG noticed that they gave a detailed report of how the car was made right from the drawing to the finish."", None, None, 'Our aim is not to condemn any party involved but just to put the records straight... These images may inspire you.', None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 'Want to see more of their pictures? Please check on the source for more pictures', None, None, None, 'Source:', None, 'https://www.autoreportng.com/2019/07/fact-check-is-unn-first-nigerian.html']"
42,EdoNation,3:58pm,Jul 09,30,"['Brazil Captain Dani Alves has sent a note of warning to his Ex Bacerlona Team Mate \xa0Messi’s controversial claims there is corruption at the 2019 Copa America, and this time Dani Alves Let Bare His Mind On The Issue.', None, None, 'With Messi insisting there was corruption, veteran right-back\xa0Alves publicly bashed messi saying\xa0 he disagreed with his ex-colleague’s remarks following the brazils trashing 3-1 final win over Peru, and that Messi\xa0has showed a huge lack of respect to brazil, officials and fans.', None, None, 'He is quoted by Viralmula.Com Below....', None, None, None, None, None, None, None, 'MORE >>>>', ' ', 'http://viralmula.com/2019/07/messi-friend-wrong-brazil-captain-dani-alves/']"
43,Breakingfamous,1:50pm,"Rita Edochie Blasts Ladies That Go For Enlargement, Thanks God For Her Natural EndowmentCurvy and naturally endowed Veteran Nollywood actress, Rita Edochie has expressed shock over the procedures Slay Queens and slay mamas go through just to acquire big backside.The actress who thanked God for her natural endowments slammed those that undergo surgeries just to get big bum bum.Reacting to the shocking video of a lady doing plastic bum surgery, she said:""I have everything FOLLOW COME. Now answer me: WHY DO YOU PEOPLE ON SOCIAL MEDIA PREFER ARTIFICIAL TO NATURAL (FAKE)? If i say i LOVE my SELF the WAY i AM people won't ALLOW me BE.GOD almighty, thank YOU. See how far they go to look BEAUTIFUL/FAKE.Beware of what your FAKE beauty will cause you TOMORROW.TODAY you are HAPPY but i ASSURE you that you will CRY soonest.FAKE BEAUTY""Her fans reacted and listed some names of Nollywood celebrities that they claim have undergone such body enhancement surgeries.Watch the video and see more photos (Viewers Discretion Advised) Source: http://www.thefamousnaija.com/2019/07/rita-edochie-blasts-slay-queens-over.html?m=1 1 Like      ",25,"[None, None, 'Source: ', 'http://www.thefamousnaija.com/2019/07/rita-edochie-blasts-slay-queens-over.html?m=1']"
44,NigerGossip,11:49pm,Jul 08,25,"['The rapper posted on his Instagram account with an outfit like kung fu uniform with the Quote ""God thanks for giving me the ability to this People!! ""', None, None, '[See more Image:>>>>>>', 'https://www.naijagossip.ml/2019/07/zlatan-ibile-posted-in-new-outfit-that.html', ']']"
45,kidap,4:19pm,Jul 09,27,"['South Africa pulled off a major upset against Egypt, but can they do the same against the Super Eagles?', None, ""On Wednesday night, South Africa meet a familiar foe in the quarter-finals of the 2019 Africa Cup of Nations when they clash with Nigeria's Super Eagles at the Cairo International Stadium."", None, None, 'Bafana Bafana, buoyed by their recent shock result against hosts Egypt after blowing hot and cold earlier in the competition, will be confident heading into the fixture and will be quietly optimistic that they can overcome the West Africans.', None, None, 'On the other hand, the Super Eagles are improving after a slow start in Egypt, and impressed when they came from 2-1 down against Cameroon to win the match 3-2 in their Round of 16 tie.', None, None, None, ""Nonetheless, the match is a reunion for two continental rivals, who have tangled regularly in recent years, and enjoyed differing fortunes. Nigeria have impressed over the last decade, winning one Nations Cup title and reaching three World Cups, while Bafana's best days are almost two decades in the past."", None, None, 'The pair have have met on 14 official occasions in the past, with Bafana winning two and Nigeria winning seven.', None, None, None, 'There have been two previous clashes, with neither going the way of Bafana; the last meeting at the tournament was back in 2004, and it was certainly not a day to remember for the 1996 Afcon champions as they were hammered 4-0.', None, None, 'Aside from that occasion, Bafana also locked horns with Nigeria four years prior, at the 2000 Afcon, where Nigeria walked away with a 2-0 win.', None, None, ""However, encouragingly for South Africa, they're undefeated against Nigeria side 2013-their last five games in all competitions-and if they maintain the form they showed against Egypt, that run may be set to continue on Wednesday."", None, None, None, None, None, 'Source: ', 'https://ngg.ng/2019/07/09/afcon-2019-history-is-not-on-bafana-bafanas-side-ahead-of-nigeria-clash/']"
46,linx123,2:18pm,"One of the housemate of Big Brother Naija 2017  reality tv, Gifty  is shaking major table. The reality Star  started by posting funny,cryptic posts.Gifty in her post begged someone not to die of jealousy as it is the time for someone else to shine.From her description i think we know who she's referring  toRead her post belowhttps://janefblog.com/6905-2dont-die-of-jealousy-let-this-contestants-shine-gifty-shakes-bbn-tables/     ",26,"['One of the housemate of Big Brother Naija 2017  reality tv, Gifty  is shaking major table. The reality Star  started by posting funny,cryptic posts.', None, None, 'Gifty in her post begged someone not to die of jealousy as it is the time for someone else to shine.', None, None, ""From her description i think we know who she's referring  to"", None, None, 'Read her post below', None, None, 'https://janefblog.com/6905-2dont-die-of-jealousy-let-this-contestants-shine-gifty-shakes-bbn-tables/']"
47,GistMore2,2:25pm,Jul 09,22,"['Newly evicted BBNaija housemate, Avala who is a single mother has such a beautiful family.', None, ' ', None, 'Below are pictures with of Avala with her brothers and lookalike sisters.', None, None, 'See more photos here; ', 'http://gistmore.com/bbnaija-meet-avala-her-brothers-and-lookalike-sisters-photos']"
48,NaijaCelebrity,3:41pm,Jul 09,25,"['DMW Artist Peruzzi as joins  likes of SpeedDarlington, other Nigeria n celebrities  as  he purchases a brand new benz car.', None, None, 'He took to his page to make the announcement.', None, None, None, None, 'Source: ', 'https://gidifeed.com/dmw-artist-perruzi-purchases-a-brand-new-benz/']"
49,agwom,3:44pm,Jul 09,25,"['Soccer fans in Kaduna on Tuesday tasked Super Eagles to do everything possible to win their next match with South Africa and qualify for semi finals. The soccer fans, who spoke with the News Agency of Nigeria (NAN), said the Super Eagles should approach the match with determination and play as a team. ', None, None, 'Isaiah Benjamin, Chairman, Sports Writers’ Association of Nigeria, Kaduna chapter, said although expectations were high, however, with a good play, the Eagles would be victorious. “South Africa is certainly not a team that can be taken for granted. The Super Eagles must put in more efforts to scale through to semi finals. “Indeed, the games are getting tougher, but with determination and team play, I see them emerging victorious,” Benjamin said. ', None, None, 'A Sports Analyst, Vincent Akinbami , expressed optimism that with team work, there would be a good outcome. “What was lacking in the team before was team work and team spirit, but so far, I will say they have been adjusting. “With the Egyptian fans behind us and the new spirit in the team, I see them scaling through. “Iwobi is beginning to know the responsibility bestowed upon him; the attackers too are building confidence. I see them beating South Africa and getting better with every match till the cup is won,” Akinbami said. Another Sports Analyst, Jide Bodunde, said the Super Eagles needed extra efforts to win the match. ', None, None, '“On paper, you expect the Super Eagles to win, but football has gone beyond that. “Super Eagles had not defeated South Africa in the last five meetings. South Africa have had one win and finished the remaining four in draws. “I believe the Super Eagles will beat South Africa but it won’t come easy. A country that eliminated the host country (Egypt) and pre-tournament’s favourite in the presence of over 60,000 fans should be taken seriously.', None, None, '“They have players like Tacey Taw who loves scoring against Nigeria and Lorch who scored the goal against Egypt as their key men. They should therefore be closely watched,” he said. Bodunde expressed happiness with Odion Ighalo for rediscovering his scoring form which, he said, was good for the Super Eagles. According to him, Alex Iwobi is also one key player for the Super Eagles. “My biggest worry is our defence line. They were shaky against Cameroon, thereby exposing the goalkeeper, a situation that made him to concede two easy goals. ', None, None, '“My prediction is 2-1 in favour of the Super Eagles,” the sport analyst said. A Football Fan, Abdulmalik Yusuf, said with determination, Super Eagles would win the match. “We are winning the match in spite of having a confused coach who, up till now, does not know his first 11. “The players should be determined and the outcome will be good,” he said. Yusuf said Nigerians were ready to support the team with prayers but appealed to the Federal Government to give them necessary encouragements to boost their morale. (NAN)', None, None, 'Read more: ', 'https://www.dailytrust.com.ng/dont-take-south-africa-for-granted-fans-caution-super-eagles.html']"
50,mysidechick,3:30pm,Jul 09,29,"['Two of the policemen injured by members of Islamic sect Shiites have been referred to the National Hospital for immediate medical attention from the National Assembly Clinic.', None, None, 'One of them, soaked in blood, was badly beaten by the rampaging Shi’ite members.', None, None, 'He was gasping by the time the vehicle that took him to the National Hospital arrived.', None, None, 'Another policeman, who had bullet lodged in his thigh, was waiting to be taken to the National Hospital.', None, None, '“It was not a local gun, it was AK47,” he told his concerned colleagues.', None, None, 'Meanwhile some of the violent protesters have been arrested by security operatives.', None, None, 'At about 2.56pm, a young man in his 20s, alighted from a Sergeant- at- Arms pick up and was led to the Department of State Services (DSS) office for interrogation.', None, None, None, None, 'https://www.google.com/amp/s/thenationonlineng.net/shiite-nass-protest-it-was-not-local-gun-but-ak-47-says-injured-policeman/amp/']"
51,TonyeBarcanista,3:30pm,Jul 09,29,"['PHOTONEWS: @PoliceNG Open Fire On Shiite Protesters At National Assembly Complex On Tuesday In Abuja | Sahara Reporters ', None, '@nassnigeria @AsoRock ', None, 'SEE MORE PHOTOS: ', 'https:///n5dI9TVNNX', ' ', 'https:///M7Lxf6j8Ee']"
52,TmKonzept,2:54pm,Jul 09,27,"['Sequel to when the irreparable deterioration in the Nigeria Education System Started, The glorious epoch when government still prioritise education before the mass commercialization ', None, None, 'Below is a picture of the University Of Ibadan Students Meal Ticket back in 1972', None, None, None, None, 'https://tmkonzept.com/see-throwback-picture-of-university-of-ibadan-meal-ticket/']"
53,MediaNGN,2:24pm,Jul 09,28,"['Joint of security operatives open fire on Shiite protesters at National Assembly Complex on Tuesday In Abuja. ', None, None, 'Photos Credit: SR', None, None, 'Source: ', 'https://www.mediahelm.com.ng/2019/07/police-open-fire-on-shiite-protesters.html']"
54,JayKayMaybachz,2:19pm,Jul 09,28,"[None, None, None, 'The UK\'s ""wacky"" ambassador to the US is ""a very stupid guy"" who is understood to be a ""pompous fool"", Donald Trump has said.', None, None, 'The latest tweets from the President came after Downing Street reaffirmed its ""full support"" for Sir Kim Darroch.', None, None, 'On Monday President Trump said he will no longer work with Sir Kim after leaked emails revealed he had called the Trump administration inept.', None, None, 'A formal investigation has been launched by the UK government.', None, None, 'Taking to Twitter on Tuesday Mr Trump tweeted: ""The wacky Ambassador that the U.K. foisted upon the United States is not someone we are thrilled with, a very stupid guy.', None, None, '""He should speak to his country, and Prime Minister May, about their failed Brexit negotiation, and not be upset with my criticism of how badly it was handled.', None, None, '""I told @theresa_may how to do that deal, but she went her own foolish way-was unable to get it done. A disaster!', None, None, '""I don\'t know the Ambassador but have been told he is a pompous fool. Tell him the USA now has the best Economy & Military anywhere in the World, by far...and they are both only getting bigger, better and stronger...Thank you, Mr. President!""', None, None, 'Number 10 previously called the leak ""unfortunate"" and said the UK and US still shared a ""special and enduring"" relationship.', None, None, 'https://www.bbc.com/news/uk-48921243?ns_campaign=bbcnews&ocid=socialflow_twitter&ns_source=twitter&ns_mchannel=social']"
55,Myhoneypie,2:48pm,Jul 09,26,"['A Muslim community leader in Abia state and legal expert, Alhaji Suleiman Ukandu, has faulted the action of the Speaker of the Federal House of Representatives, Rt. Hon. Femi Gbajabiamila, over his declaration of Hon. Tony Elumelu, as the Minority leader of the present 9th Assembly.', None, None, 'Elumelu, represents Aniocha/Oshimili federal constituency of Delta State and also, doubled as a chieftain of the opposition Peoples Democratic Party,(PDP).', None, None, 'DAILY POST had reported that the Speaker, Femi Gbajabiamila, had, at last Wednesday’s plenary, announced names of minority leadership chosen by members, while disregarding the Peoples Democratic Party (PDP)’s letter endorsing some members for the positions.', None, None, 'The PDP had chosen Reps Kingsley Chinda as Minority Leader, Chukwuka Onyema (PDP-Anambra), Deputy Minority Leader; Yakubu Bade (PDP-Kaduna), Minority Whip and Muraina Ajibola (PDP-Oyo); Deputy Minority Whip.', None, None, 'However, Gbajabiamila announced Elumelu as Minority Leader; Reps Toby Okechukwu (PDP-Enugu), Deputy Minority Leader; Gideon Gwami, Minority Whip and Adesegun Adekoya as Deputy Minority Whip.', None, None, 'Speaking, Rep Leke Abejide (ADC-Kogi) said he personally signed in support of Elumelu and others as his leaders.', None, None, 'He stressed that the PDP cannot impose candidates on them.', None, None, 'Speaking in an interview with journalists in Umuahia, the Abia state capital, Ukandu, claimed that Gbajabiamila and Elumelu, were contracted by the All Progressives Congress-led federal government to set crisis in the opposition party (PDP).', None, None, 'According to the PDP stalwart, “That is pure hypocrisy on the side of the Speaker, Femi Gbajabiamila. The speaker himself inherited that particular aspect of party supremacy. His party, the APC, said Gbajabiamila should be their candidate for the speakership of the ninth Federal House of Representatives. And all his party members adhered to that. Why should the speaker again, try to truncate the supremacy of another party?', None, None, '“I think Gbajabiamila is trying to set crisis in the PDP. He want to disorganize members of the PDP, who are in the federal House of Representatives in order to deny them a voice, in order to make sure that it did not in anyway witness resistance from the already-planned policies, which he(speaker) and his draconian APC, have on desk. I think he supposedly did that.', None, None, '” And i believe that if Honorable Ndudi Elumelu, is a true party man, he wouldn’t have accepted such unnecessary carrots that dangled to him. He should understand, there is already a preplanned agenda by the APC, as regards the Federal House of Representatives. They had a plan to destabilize the PDP. They have a plan to control the house to their whims and caprices”.', None, None, None, None, None, 'https://dailypost.ng/2019/07/09/reps-minority-crisis-buhari-apc-commissioned-gbajabiamila-elumelu-set-crisis-pdp-ukandu/amp/']"
56,Abuharib,2:14pm,Jul 09,28,"['Former presidential candidate, Oby Ezekwesili, has attacked President Muhammadu Buhari, saying that becoming president was his ‘one and only outcome’, Igbere TV reports.', None, None, None, 'Mrs Ezekwesili said this in series of tweets on Tuesday.', None, None, None, '“It is more than obvious that ‘Becoming President’ was the one and only Outcome for @MBuhari. Or what explains the fact that he seldom shows any sense of urgency to tackling the numerous governance challenges that keep multiplying? Bear the title, @NGRPresident for nothing?” Ezekwesili asked.', None, None, None, 'The former education minister added: “Do we at all have a President in office these days? This is a legitimate question that should be answered by @AsoRock. How can a Government be so oblivious of the temperature of the country it is supposedly ‘governing’?', None, None, None, '“Let’s say @AsoRock says we do have a President, can they please let him know that our Constitution has no provision for Imperial Presidency? He is not a king.', None, None, None, '“This country is neither being led nor governed right now.@AsoRock, let this be told whom this message belongs.”', None, None, 'Source; ', 'http://igberetvnews.com/826201/just-in-oby-ezekwesili-slams-buhari-says-becoming-president-was-buharis-only-outcome/']"
57,Vickwinners,1:43pm,Jul 09,31,"['So you just finished setting up your site and you’re worried about ways to drive organic traffic to your website?', None, None, 'Well, it’s true building a massively successful website is a big deal, especially for beginners. In fact, succeeding as a business owner in modern times now requires hard work and the ability to be tech savvy.', None, None, 'Long gone are the days of traditional advertising methods like billboards and newspaper ads. Modern consumers use the Internet to find out more about a business before using their products or services.', None, None, 'Right now, investing in things like social media marketing, text optimization and Google AdWords campaigns is very important when trying to spread the message about your business.', None, None, 'As someone hoping to make your business stand out, one of your main strategies should be focused on increasing the amount of organic traffic going to your business website.', None, None, 'So what steps can you use as a beginner, to increase organic traffic to your website?', None, None, 'Read below the 5 simple ways any beginner can use to drive organic traffic to their website….', None, None, None, None, 'Do you realize that nearly 89 percent of consumers will avoid recommending a certain business to friends and family if they have a bad online experience with the company in question?', None, None, 'Providing context in the content on your website is a vital part of providing users with a great experience. And the best way to do this is by putting both internal and external links in your content.', None, None, 'While having links in your web content is a good idea, you need to discern between good and bad links.', None, None, 'Getting backlinks from a website that is relevant to your industry is a must. You also need to make sure the link is from a higher-quality article and that it is a dofollow link.', None, None, 'http://www.victorwinners.com/2019/06/11/5-simple-ways-to-increase-organic-traffic-to-your-website/']"
58,Gistpeeps,1:42pm,"National leader of the Asiwaju Ahmed Tinubu has arrived  Akure, the Ondo state capital for the party's meeting. Tinubu was received at the Akure airport by Govs of Ondo & Ekiti States. He was accompanied by Chief Bisi Akande, Olusegun Osoba, Niyi Adebayohttps://all-gists.blogspot.com/2019/07/tinubu-bisi-akande-osoba-arrives-ondo-state.html 3 Likes   2 Shares ",27,"[""National leader of the Asiwaju Ahmed Tinubu has arrived  Akure, the Ondo state capital for the party's meeting. Tinubu was received at the Akure airport by Govs of Ondo & Ekiti States. He was accompanied by Chief Bisi Akande, Olusegun Osoba, Niyi Adebayo"", None, None, 'https://all-gists.blogspot.com/2019/07/tinubu-bisi-akande-osoba-arrives-ondo-state.html']"
59,chisomdoris,2:26pm,Jul 09,28,"['Questions of whether or not President Muhammadu Buhari can speak the English language have dominated the Tuesday’s proceedings of the Presidential Election Petition Tribunal in Abuja, where the Peoples Democratic Party, and its presidential candidate, Atiku Abubakar, are challenging his victory at the February 23 poll.', None, None, 'The first two petitioners’ witnesses who testified on Tuesday were inundated with questions by the lawyers representing Buhari and his All Progressives Congress – Chief Wole Olanipekun (SAN), and Lateef Fagbemi (SAN).', None, None, 'The questions were informed by the petitioners’ claim in their petition that Buhari was not academically qualified to run for President.', None, None, 'Testifying first on Tuesday as the petitioners’ seventh witness, the Niger State collation agent for the PDP, Tanko Beche, said he trained as a lawyer.', None, None, 'Asked if he watched Buhari’s and Atiku’s campaigns, Beche said he watched that of Buhari and participated in that of Atiku’s.', None, None, 'Asked if he was aware that Buhari spoke in English particularly in the southern part of Nigeria during the campaigns, the witness said he was not in the position to confirm.', None, None, 'Asked which class he was between 1983 and 1985, he said he was in primary school.', None, None, 'He was also asked who was the Head of State during the period, Beche said, “History has shown me it was Muhammadu Buhari.”', None, None, 'Asked if he was aware that Buhari was addressing the nation in English as the Head of State, the witness said, “The President should address the nation in English.”', None, None, 'Taking the witness stand after Beche was the Chairman of the PDP in Katsina State, Salisu Maijigiri, who was also confronted with questions about Buhari’s competence to speak English.', None, None, 'The witness, who noted that he served as the state collation agent for his party in Katsina State during the presidential election, said he was born in 1963.', None, None, 'He said he was aware that Buhari was the Head of State between 1983 and 1985.', None, None, 'Asked which class he was in at the time, he said, “I was in Class 3 in the secondary school.”', None, None, 'Asked if Buhari was addressing the nation in English as the Head of State, he said, “Maybe I was in the village then.”', None, None, None, None, None, 'Read more here ', 'https://thickmatch.com/buharis-ability-speak-english-dominate-tribunals-proceedings/']"
60,Ecstasy154,2:04pm,Jul 09,25,"['By Ahmed Musa', None, ' ', None, 'Abuja – The House of Representatives may be poised to take over the affairs of the Edo state Assembly following the intractable crisis that hit the legislative house on June 17, 2019.', None, None, 'This followed a motion under matters of urgent public importance brought by Hon. Julius Ihovbare calling attention to the need to correct constitutional breach by the government of governor Godwin Obaseki.', None, None, 'Members speaking on the matter roundly condemned what they described as “executive rascality” demonstrated by the state governor who allegedly inaugurated 9 out of 24 members at about 10 pm without properly issuing the executive proclamation.', None, None, 'Details later…', None, None, 'https://www.independent.ng/breaking-reps-move-to-take-over-edo-house-of-assembly/']"
